13,1106,1011,1533,1218,-19.43,497.14
1,1361,980,2280,1295,92.6,529.17
5,2438,1106,2892,1310,11.11,487.5
1,1360,979,2294,1299,61.23,544.37
5,2444,1105,2893,1309,19.12,504.47
1,1365,978,2291,1297,-3.47,493.31
5,2448,1104,2893,1308,6.93,455.1
1,1368,982,2279,1296,-21.41,505.4
5,2451,1104,2895,1308,17.83,467.0
1,1368,979,2281,1296,-3.53,501.89
6,2461,1093,2898,1324,-10.59,440.96
1,1369,978,2280,1296,-3.67,520.35
6,2456,1088,2904,1329,3.67,454.83
12,2239,1132,2471,1296,-29.36,397.16
1,1368,978,2277,1296,-14.62,516.67
6,2463,1086,2904,1327,10.95,452.2
12,2239,1134,2465,1294,-21.9,396.84
1,1364,978,2279,1300,7.15,504.23
6,2465,1082,2905,1326,-7.14,439.34
1,1369,981,2273,1301,12.25,575.33
6,2507,1088,2907,1314,155.06,508.49
1,1364,983,2270,1306,-4.5,631.58
6,2512,1087,2911,1313,31.48,547.53
1,1356,983,2255,1303,-103.93,561.56
1,1353,984,2250,1302,-29.77,523.67
1,1354,988,2249,1306,29.24,513.49
1,1350,989,2242,1307,-34.9,544.69
15,2503,1128,2676,1275,-3.87,392.39
1,1344,986,2244,1308,-23.21,544.39
15,2512,1133,2676,1271,38.66,389.88
16,2610,1071,2913,1355,131.39,367.29
1,1352,988,2234,1304,-16.69,587.12
15,2518,1134,2676,1267,12.51,423.29
16,2597,1067,2903,1355,-112.54,382.59
1,1343,985,2235,1306,-37.21,580.49
16,2575,1070,2875,1350,-214.86,367.65
1,1341,988,2233,1311,17.63,616.11
16,2571,1067,2865,1339,-123.34,415.41
1,1343,989,2231,1313,12.31,573.8
16,2571,1062,2864,1331,-57.39,393.34
1,1342,990,2235,1318,36.86,571.35
16,2561,1052,2874,1340,-4.09,388.49
1,1415,994,2262,1312,367.78,530.73
16,2570,1057,2881,1343,90.0,357.87
1,1367,991,2229,1317,-333.88,577.8
13,1143,1020,1545,1211,8.45,545.39
16,2571,1059,2887,1352,75.96,397.17
1,1359,990,2223,1319,-53.34,566.54
16,2568,1056,2893,1360,32.8,384.84
1,1355,994,2209,1320,-53.33,564.38
16,2573,1051,2898,1358,12.3,389.81
1,1353,995,2209,1324,12.65,580.67
16,2584,1049,2898,1350,4.21,399.21
1,1390,1004,2211,1322,174.27,523.84
16,2601,1052,2893,1335,0.0,357.48
1,1405,1003,2210,1317,29.88,516.3
13,1118,997,1575,1217,-63.46,488.16
16,2622,1074,2889,1333,138.08,341.12
1,1357,994,2224,1335,-100.89,548.31
13,1116,995,1579,1218,4.03,519.32
16,2627,1074,2894,1336,52.4,371.45
1,1333,987,2247,1349,25.13,571.85
16,2546,1050,2971,1489,523.19,331.96
1,1316,985,2268,1366,78.44,560.91
16,2527,1042,2989,1544,189.78,345.6
1,1329,984,2275,1365,81.28,617.56
16,2516,1039,3002,1566,94.72,380.62
1,1332,983,2281,1368,49.62,613.8
1,1356,983,2268,1354,-13.43,612.19
1,1367,983,2277,1356,89.32,551.79
1,1389,987,2270,1349,48.21,545.83
1,1417,989,2276,1342,83.81,394.11
15,2707,1109,2903,1290,75.1,288.44
1,1460,989,2289,1331,180.33,549.68
12,2237,1102,2478,1277,-8.01,435.13
15,2721,1113,2900,1283,32.02,384.0
1,1483,993,2282,1323,43.65,493.82
13,1128,991,1575,1207,-21.81,470.93
15,2727,1118,2900,1287,54.51,332.96
1,1487,995,2292,1328,82.83,532.52
13,1131,994,1578,1210,47.3,504.89
15,2736,1117,2910,1288,74.85,371.15
1,1505,1004,2302,1334,163.0,511.1
12,2251,1107,2485,1283,7.58,406.82
13,1232,1019,1602,1207,556.61,497.28
1,1494,991,2328,1340,29.33,497.14
12,2252,1106,2486,1282,0.0,390.82
13,1277,1028,1611,1206,227.1,466.94
1,1533,998,2321,1327,96.36,503.23
13,1304,1032,1622,1205,151.85,465.47
1,1543,992,2323,1318,-8.36,378.55
13,1314,1033,1624,1205,36.19,343.01
1,1538,982,2351,1322,61.24,488.37
13,1316,1033,1610,1201,-57.6,435.04
1,1542,975,2372,1324,70.11,474.66
13,1315,1037,1593,1200,-52.55,412.8
1,1542,972,2360,1317,-78.93,482.97
13,1315,1042,1581,1199,-28.68,420.58
1,1542,975,2363,1322,39.9,485.44
13,1318,1044,1573,1195,-25.38,430.16
1,1574,988,2351,1316,106.95,531.91
13,1319,1045,1570,1193,-11.87,470.23
1,1591,989,2350,1310,44.21,542.33
13,1222,1012,1548,1201,-578.37,447.73
1,1605,993,2349,1308,52.64,471.51
13,1174,983,1551,1200,-263.05,422.67
1,1605,995,2353,1311,33.81,503.22
13,1164,989,1543,1203,-33.79,444.49
1,1595,996,2372,1324,83.65,485.77
13,1160,995,1537,1205,-7.27,435.63
1,1590,996,2364,1321,-61.61,516.65
13,1161,998,1535,1201,-7.69,471.08
1,1571,984,2374,1320,-84.83,520.89
13,1159,999,1535,1200,-7.71,474.84
1,1579,991,2370,1320,41.32,504.82
13,1250,1028,1561,1196,533.0,479.65
1,1574,1002,2372,1332,78.52,523.98
13,1288,1035,1580,1194,243.22,496.6
1,1560,998,2381,1336,-15.29,412.92
13,1292,1037,1581,1198,33.62,372.35
1,1563,1005,2364,1330,-54.93,570.92
13,1192,1010,1546,1203,-662.81,479.87
1,1549,1003,2364,1331,-60.31,545.67
13,1153,1000,1534,1205,-237.05,484.61
1,1539,998,2365,1328,-66.09,530.89
13,1231,1023,1557,1202,470.01,492.82
1,1503,993,2374,1338,-80.97,499.43
13,1146,987,1542,1204,-492.86,439.9
1,1481,983,2382,1338,-84.2,481.15
13,1098,958,1554,1209,-210.33,430.82
1,1475,979,2390,1338,-7.55,518.41
13,1095,960,1543,1207,-52.81,458.43
1,1472,974,2395,1334,-27.64,544.19
13,1099,961,1549,1210,55.24,482.65
1,1474,972,2405,1333,35.97,551.2
13,1122,985,1530,1208,103.8,480.55
1,1464,963,2428,1336,26.67,526.68
13,1119,987,1532,1210,11.42,466.29
1,1474,960,2426,1326,-21.14,586.22
13,1108,980,1543,1215,-8.45,521.59
1,1462,963,2450,1341,115.49,528.78
13,1104,973,1546,1213,-38.47,476.88
1,1471,964,2456,1339,62.2,615.61
13,1096,970,1545,1214,-48.82,544.52
1,1476,960,2477,1342,68.32,379.34
1,1460,955,2503,1355,68.22,522.77
1,1505,953,2519,1345,185.41,528.1
16,990,1049,1227,1272,-151.23,349.49
1,1533,949,2515,1328,11.41,529.57
16,976,1050,1223,1275,-53.2,348.63
1,1505,943,2524,1338,-50.43,461.02
16,989,1045,1308,1321,466.93,341.14
1,1526,945,2543,1342,167.25,501.55
16,985,1047,1313,1323,18.17,358.75
1,1531,938,2557,1339,27.62,424.1
16,980,1053,1311,1325,3.07,303.97
1,1530,931,2545,1326,-124.84,522.54
16,995,1051,1342,1325,166.32,401.28
1,1556,937,2549,1322,103.45,446.19
16,999,1051,1359,1334,96.94,336.95
1,1554,935,2569,1328,76.81,481.08
13,931,1045,1359,1287,-282.63,417.82
1,1550,935,2577,1330,21.26,488.17
13,939,1049,1339,1278,-60.19,426.81
1,1516,919,2607,1339,-42.38,532.36
13,946,1050,1341,1278,38.51,464.66
22,1213,1033,1624,1193,-80.84,530.21
1,1531,924,2603,1334,39.29,493.63
13,936,1054,1330,1281,-49.97,420.95
22,1200,1032,1610,1193,-99.89,485.52
1,1560,935,2592,1325,71.57,495.93
16,986,1025,1334,1287,-64.37,380.95
22,1192,1031,1600,1193,-67.92,486.69
1,1573,939,2606,1325,102.53,460.06
16,978,1021,1340,1289,-13.22,352.22
22,1185,1031,1598,1197,-16.52,447.7
1,1578,936,2618,1321,33.71,471.45
16,990,1031,1348,1289,101.07,364.4
22,1191,1035,1584,1195,-20.2,455.61
1,1573,932,2650,1328,88.41,412.09
16,980,1023,1365,1298,23.56,321.36
22,1197,1037,1580,1194,8.83,399.1
1,1564,914,2684,1326,17.93,505.42
16,980,1024,1379,1305,78.83,392.37
22,1203,1037,1580,1193,17.91,485.95
1,1562,911,2699,1330,48.24,481.5
16,982,1024,1383,1303,13.77,380.84
22,1201,1034,1584,1193,-3.44,466.18
1,1567,903,2737,1335,147.05,515.83
16,982,1021,1396,1307,51.43,408.85
22,1202,1032,1592,1197,40.39,494.8
1,1595,907,2748,1333,140.69,480.37
16,969,1019,1394,1312,-41.15,375.61
22,1191,1032,1583,1199,-61.7,454.74
1,1618,917,2755,1336,152.5,494.42
16,924,1011,1332,1302,-442.99,368.99
22,1127,996,1612,1207,-223.16,477.68
1,1637,917,2768,1333,114.57,553.99
16,919,1009,1331,1303,-27.63,428.99
22,1116,991,1614,1209,-47.33,523.65
1,1665,917,2782,1328,129.55,491.98
13,956,1004,1526,1332,139.97,441.63
1,1675,905,2815,1326,101.43,492.6
13,903,997,1416,1315,-653.55,390.99
1,1689,901,2836,1326,112.21,507.24
13,938,1018,1447,1334,383.44,421.22
1,1718,903,2838,1318,84.53,473.7
13,957,1034,1438,1330,74.34,392.21
23,1264,1036,1544,1203,70.93,395.41
1,1748,916,2831,1314,130.3,567.87
13,962,1012,1476,1328,77.3,492.04
23,1264,1037,1545,1204,12.2,480.87
1,1768,921,2831,1309,76.08,532.95
13,968,1016,1459,1316,-72.23,445.12
23,1281,1037,1547,1195,38.0,462.28
1,1766,919,2847,1311,41.71,417.89
13,992,1002,1498,1303,107.18,366.59
23,1273,1038,1550,1203,11.9,347.1
1,1749,914,2868,1320,30.32,530.68
13,995,999,1506,1303,30.3,451.82
23,1274,1038,1551,1203,7.57,449.04
1,1743,900,2876,1312,-76.58,540.28
13,981,968,1554,1306,22.95,468.44
22,942,1027,1557,1297,-42.05,502.9
1,1740,895,2878,1309,-31.08,484.81
13,1065,976,1581,1284,334.84,429.6
1,1734,901,2891,1323,109.02,562.09
13,1074,971,1594,1282,60.52,483.74
1,1713,888,2914,1329,-19.66,550.98
22,923,1006,1592,1310,-7.86,515.41
1,1806,887,2968,1323,518.1,524.64
22,975,1018,1592,1303,210.79,488.59
1,1753,886,2910,1321,-470.41,565.64
12,1696,993,2057,1290,-94.83,411.38
22,957,1023,1572,1307,-119.49,528.8
1,1736,886,2891,1320,-131.38,490.89
22,957,1025,1565,1305,-24.83,462.04
1,1711,878,2910,1331,-10.62,490.08
22,945,1013,1580,1308,-21.21,463.64
1,1735,879,2922,1332,131.32,480.0
22,944,1005,1578,1301,-62.16,452.61
1,1730,880,2934,1344,71.95,495.03
22,937,991,1584,1295,-75.47,471.7
1,1753,876,2928,1333,8.01,555.25
22,931,989,1594,1304,44.04,516.68
1,1775,871,2932,1324,41.07,473.58
22,922,977,1608,1307,-13.68,443.38
1,1804,877,2920,1317,63.27,543.46
22,913,973,1612,1309,-27.66,508.14
1,1813,875,2925,1318,47.62,502.0
16,978,1044,1332,1289,10.98,405.77
22,942,989,1586,1300,36.58,468.86
1,1824,875,2927,1319,52.49,511.88
16,970,1023,1375,1300,93.64,428.4
22,937,987,1587,1301,-18.72,480.55
1,1837,871,2930,1315,30.37,518.67
16,972,1022,1380,1301,26.56,423.86
22,929,993,1600,1321,117.55,479.78
1,1855,869,2929,1310,37.19,506.52
22,943,994,1586,1309,-40.83,477.49
1,1872,873,2931,1312,85.27,461.31
22,936,999,1554,1305,-129.5,429.55
1,1883,870,2930,1309,15.09,509.96
22,931,998,1552,1306,-26.38,478.68
1,1894,869,2938,1311,74.79,503.42
13,973,1051,1380,1289,-37.36,441.0
22,950,996,1560,1298,63.48,481.72
1,1905,865,2946,1313,64.39,508.47
22,958,1000,1566,1300,75.69,482.41
1,1919,867,2943,1313,45.15,463.0
22,943,1017,1529,1309,-90.23,427.42
1,1931,864,2941,1309,11.57,513.94
22,940,1019,1525,1311,-11.56,487.25
1,1938,867,2942,1316,68.04,498.29
13,939,1033,1405,1318,-18.89,431.74
1,1940,857,2950,1314,-7.69,508.79
13,932,1033,1403,1321,-23.05,446.99
1,1950,857,2952,1318,54.75,448.33
22,938,979,1614,1322,71.81,436.89
1,1966,857,2948,1315,35.38,513.78
22,931,977,1609,1325,-43.22,492.83
1,1970,853,2951,1318,23.78,514.64
22,930,988,1574,1322,-110.89,489.4
1,1976,847,2968,1327,95.56,474.8
22,927,987,1576,1324,0.0,459.18
1,1993,849,2963,1326,47.82,471.63
13,948,989,1471,1317,238.91,446.49
1,2003,846,2961,1326,18.43,470.06
13,945,985,1477,1318,0.0,428.19
1,2016,841,2954,1318,-25.61,465.37
22,958,987,1628,1333,73.11,459.2
1,2030,839,2950,1315,17.63,444.86
22,966,1039,1509,1317,-264.24,416.31
1,2046,843,2945,1314,50.08,447.61
22,981,1009,1575,1310,157.28,471.93
1,2049,836,2946,1313,-14.86,463.94
22,960,1012,1549,1312,-155.94,459.83
1,2068,849,2936,1317,102.8,486.55
22,960,1012,1548,1312,-3.95,497.51
1,2053,827,2950,1319,-73.28,432.31
23,980,969,1609,1318,-3.49,412.63
1,2087,850,2923,1312,74.25,392.94
23,973,966,1633,1328,77.43,394.87
1,2096,855,2917,1313,29.3,396.21
12,1960,1095,2080,1190,42.3,344.36
23,987,976,1638,1324,81.29,401.29
1,2107,865,2922,1325,156.54,497.29
23,993,977,1647,1318,41.16,515.41
1,2138,880,2909,1318,106.99,498.24
23,987,973,1659,1320,16.45,516.09
1,2146,882,2903,1315,4.07,492.01
23,983,960,1681,1317,8.14,518.21
1,2145,875,2908,1314,-14.45,436.8
23,978,955,1689,1315,-14.44,457.09
1,2147,872,2908,1314,-3.8,456.97
12,1955,1088,2082,1191,19.0,394.02
23,976,953,1696,1315,11.39,481.4
1,2152,875,2903,1313,7.91,472.65
12,1956,1087,2084,1191,7.91,406.34
23,991,976,1675,1314,63.22,495.37
1,2157,876,2902,1313,19.89,475.05
23,969,965,1699,1326,11.92,506.32
1,2161,880,2895,1313,4.04,479.73
23,944,965,1651,1319,-322.97,505.19
1,2165,882,2893,1313,12.72,377.68
23,964,969,1677,1324,174.74,406.08
1,2160,886,2895,1325,43.23,390.74
23,954,963,1689,1329,3.32,422.68
1,2162,888,2892,1326,6.16,363.26
23,972,964,1699,1324,73.84,394.74
1,2162,888,2899,1334,48.45,379.95
23,978,961,1720,1325,80.7,414.7
25,1744,1067,2296,1343,29.04,410.96
1,2194,888,2917,1333,157.41,382.19
23,947,956,1686,1322,-234.31,404.33
25,1735,1068,2304,1351,25.67,404.93
1,2213,888,2929,1336,129.46,446.54
23,964,950,1739,1332,281.52,491.56
25,1737,1069,2305,1352,19.01,483.0
1,2227,888,2938,1342,122.04,487.69
23,971,951,1747,1333,71.48,537.68
1,2239,892,2935,1344,54.94,419.12
23,996,968,1743,1329,124.43,467.79
1,2245,890,2935,1344,13.92,396.77
23,1024,990,1731,1323,111.3,446.71
1,2253,893,2937,1352,71.42,382.75
23,1039,1003,1717,1312,10.2,442.36
1,2259,890,2946,1363,79.57,386.45
23,1032,999,1733,1313,20.74,455.81
1,2308,892,2914,1313,-116.2,428.4
23,1028,1006,1747,1321,93.64,492.6
1,2313,877,2915,1300,-71.87,366.5
23,1032,1016,1751,1324,68.56,432.67
26,2177,1061,2305,1259,-6.53,216.84
1,2349,876,2905,1272,-10.51,394.38
23,999,995,1782,1329,-63.01,471.5
25,1682,1064,2345,1405,-20.99,440.24
1,2365,875,2911,1270,65.49,378.95
23,962,965,1807,1327,-151.56,466.13
25,1677,1064,2349,1409,10.33,431.38
1,2380,875,2911,1265,35.44,385.98
23,960,968,1823,1338,99.14,471.47
26,2174,1062,2302,1259,-17.7,229.31
1,2374,863,2933,1284,76.79,357.32
23,934,954,1840,1346,-50.04,445.38
26,2177,1062,2302,1255,-3.33,223.75
1,2405,855,2936,1263,16.62,362.76
23,947,968,1819,1345,16.61,439.62
26,2175,1062,2301,1258,0.0,214.65
1,2409,836,2948,1263,-9.51,336.6
23,954,966,1820,1341,6.34,423.74
26,2172,1062,2299,1259,-12.67,203.91
1,2343,747,2985,1275,-368.78,366.6
23,952,964,1825,1343,10.43,463.02
26,2171,1057,2302,1263,3.47,228.6
1,2397,776,2979,1272,268.75,366.53
22,916,989,1529,1320,-7.26,447.3
23,975,979,1853,1358,293.81,481.56
26,2170,1057,2302,1263,-3.63,235.33
1,2442,782,2989,1271,202.89,338.82
22,936,994,1510,1315,3.38,413.9
23,976,979,1861,1360,37.16,450.8
26,2172,1056,2302,1260,-6.75,223.08
1,2472,793,2995,1282,205.71,339.65
22,935,994,1509,1315,-7.09,430.59
26,2173,1055,2302,1260,0.0,230.34
1,2479,786,3008,1281,46.32,368.16
26,2173,1055,2302,1259,-3.86,249.25
23,947,966,1900,1382,204.96,538.8
23,968,961,1918,1374,109.5,566.1
23,980,964,1905,1363,-37.62,558.3
23,1040,988,1912,1354,325.29,533.89
23,1082,1006,1911,1347,201.72,524.47
23,1025,983,1920,1349,-247.79,486.54
12,1952,1073,2103,1194,4.04,414.35
23,963,952,1957,1361,-177.57,548.24
23,1086,993,2046,1369,1056.82,558.3
23,1052,1003,1987,1365,-337.37,524.01
23,1023,1003,1985,1371,-98.52,539.71
23,948,983,1946,1369,-490.93,493.6
23,990,995,1947,1361,179.79,529.99
25,1611,1055,2290,1398,-30.58,482.85
23,1026,999,1965,1353,172.21,481.06
23,1047,1005,1984,1355,184.5,535.17
23,1026,995,1999,1355,-63.17,551.25
23,1035,995,2015,1355,92.49,517.94
23,1051,1000,2040,1359,193.91,543.65
23,1075,1009,2039,1357,118.36,553.38
23,1080,1013,2046,1360,72.56,535.59
23,1096,1014,2046,1353,39.85,562.78
23,1107,1010,2065,1351,91.5,540.06
23,1110,1009,2076,1350,48.65,572.94
23,1110,1012,2069,1349,-19.75,556.71
23,1108,1013,2080,1353,53.89,543.74
23,1109,1006,2109,1355,99.14,564.2
23,1103,1003,2103,1351,-77.08,574.91
23,1081,990,2135,1358,15.53,551.31
23,1052,978,2128,1356,-200.95,568.53
23,1095,980,2192,1364,450.9,549.52
23,1113,974,2222,1359,145.53,561.78
23,1107,971,2232,1361,10.29,486.66
23,1110,967,2256,1361,94.52,585.64
23,1083,965,2184,1346,-445.68,542.21
23,1064,956,2163,1340,-216.15,556.9
23,1054,949,2178,1346,15.42,545.26
23,1044,935,2260,1367,298.58,535.82
23,1049,930,2262,1364,-4.0,565.09
23,1054,936,2218,1355,-135.12,450.55
23,1063,934,2228,1355,65.92,545.67
26,2174,1074,2288,1260,3.87,243.01
23,1055,930,2200,1348,-171.86,511.88
26,2169,1064,2289,1264,-36.54,227.91
23,1087,932,2238,1353,326.9,597.12
26,2168,1063,2289,1265,-4.24,261.56
23,1058,925,2213,1351,-241.05,532.53
26,2170,1062,2287,1256,-38.24,242.1
23,1073,931,2210,1354,82.0,543.36
26,2171,1061,2286,1254,-11.71,243.0
23,1090,937,2208,1355,87.81,554.91
26,2171,1061,2286,1253,-3.99,246.62
23,1093,935,2227,1363,112.08,556.07
26,2170,1061,2287,1257,16.0,244.96
23,1099,931,2241,1363,68.56,596.1
26,2170,1061,2286,1257,-4.28,262.2
23,1119,933,2244,1358,77.11,536.27
23,1127,930,2257,1357,60.97,499.0
23,1140,929,2282,1360,167.22,581.74
23,1158,933,2295,1361,149.14,575.78
23,1156,934,2307,1369,76.95,560.68
23,1173,943,2318,1377,181.4,557.34
23,1181,942,2328,1379,76.86,560.79
23,1223,965,2303,1376,150.58,560.41
23,1218,954,2319,1375,-3.98,552.71
23,1202,938,2342,1378,-23.86,551.48
23,1200,936,2357,1387,78.49,539.7
23,1225,959,2337,1395,141.1,533.19
23,1271,980,2316,1390,141.27,471.67
23,1257,955,2339,1383,-102.99,620.86
25,926,920,1493,1219,-196.8,552.75
23,1258,954,2337,1385,0.0,522.44
23,1275,966,2323,1386,53.54,454.55
23,1277,974,2318,1394,46.56,484.89
25,947,935,1465,1215,32.21,440.45
23,1259,961,2338,1401,-17.51,595.99
25,939,935,1451,1212,-109.31,535.26
23,1253,960,2332,1403,-38.7,475.74
25,958,945,1431,1201,-7.03,433.17
23,1258,964,2331,1408,52.06,540.09
25,952,930,1469,1212,112.06,499.56
23,1268,969,2318,1406,0.0,571.45
25,948,929,1463,1210,-55.09,519.35
23,1266,971,2315,1409,0.0,503.41
23,1271,980,2303,1410,10.96,489.93
23,1263,971,2313,1410,-30.51,589.1
25,957,945,1408,1192,-60.95,531.91
23,1265,964,2327,1410,33.66,505.55
25,965,942,1411,1188,14.95,462.34
23,1269,961,2333,1410,27.37,526.49
25,963,943,1403,1185,-46.88,476.43
23,1268,964,2325,1410,-23.91,533.82
25,966,952,1387,1181,-31.86,483.41
23,1253,961,2333,1418,-8.22,549.84
25,965,953,1377,1178,-53.37,502.42
23,1244,964,2332,1425,0.0,580.07
23,1251,973,2325,1428,48.78,542.79
23,1239,968,2333,1432,-20.41,547.16
23,1237,963,2337,1430,-19.88,534.31
23,1257,976,2334,1433,131.13,530.93
23,1260,977,2337,1434,32.29,541.03
23,1260,978,2339,1434,11.74,524.82
23,1240,966,2348,1435,-90.99,555.99
23,1239,958,2360,1431,-3.88,523.97
23,1226,955,2362,1433,-48.4,541.08
23,1212,949,2372,1438,-20.42,548.51
23,1193,948,2381,1447,-8.02,536.96
23,1169,947,2386,1459,-30.89,515.93
23,1166,947,2378,1455,-59.18,530.33
23,1168,947,2379,1454,8.33,560.97
23,1195,963,2357,1445,47.83,536.24
23,1193,965,2350,1442,-38.41,518.36
23,1178,953,2361,1440,-75.6,570.09
23,1153,949,2365,1448,-67.27,533.15
23,1155,948,2368,1447,11.54,521.06
23,1186,975,2330,1442,59.34,531.64
23,1145,957,2336,1445,-182.72,495.31
23,1117,947,2341,1449,-112.51,524.85
23,1129,943,2343,1443,16.05,545.34
23,1152,949,2342,1441,110.68,576.21
23,1163,944,2355,1440,66.96,504.41
23,1166,942,2373,1448,111.07,554.41
23,1184,941,2372,1443,43.39,532.08
23,1195,945,2378,1448,100.78,519.36
23,1213,950,2383,1455,143.24,546.5
23,1251,976,2345,1449,74.25,491.59
23,1221,954,2399,1471,100.88,560.53
26,2623,1025,2777,1229,79.78,325.83
23,1238,961,2391,1475,81.02,534.69
23,1329,1008,2350,1465,333.98,503.8
23,1350,1022,2327,1460,27.09,508.05
25,978,905,1663,1264,-19.33,484.19
23,1368,1022,2320,1451,7.05,466.15
25,984,905,1659,1251,-38.73,444.11
23,1404,1039,2297,1439,73.4,536.86
25,987,908,1657,1246,-4.07,514.37
23,1331,1011,2361,1480,15.77,514.65
25,981,902,1651,1236,-110.32,502.06
23,1376,1036,2329,1471,111.1,499.99
25,989,915,1643,1236,49.76,484.07
23,1354,1035,2359,1499,141.9,525.27
25,1009,921,1657,1228,129.65,525.85
23,1344,1038,2365,1517,68.36,518.79
25,1002,922,1658,1229,-16.07,519.13
23,1276,981,2427,1535,-179.7,521.91
25,1005,923,1662,1230,35.91,518.54
23,1361,1011,2342,1483,-76.21,448.8
25,974,914,1659,1234,-135.0,447.0
23,1356,1021,2368,1516,256.54,508.01
25,964,912,1638,1227,-160.21,518.78
23,1383,1028,2336,1495,-76.16,514.62
25,975,923,1616,1221,-24.03,517.87
23,1436,1043,2326,1479,169.42,519.89
25,997,932,1642,1227,253.87,527.88
23,1466,1045,2303,1452,-66.27,476.71
25,977,923,1656,1233,-33.11,481.53
23,1487,1045,2337,1463,254.43,496.24
25,987,923,1694,1243,223.39,508.02
23,1511,1045,2312,1439,-96.47,497.57
25,975,920,1709,1250,26.98,506.01
23,1519,1045,2303,1430,-36.79,471.52
25,968,922,1705,1253,-22.06,481.47
23,1389,1004,2375,1496,-110.53,416.79
25,952,919,1677,1246,-180.76,438.12
23,1404,994,2351,1471,-174.14,507.44
25,966,922,1673,1240,27.68,522.03
23,1437,1001,2346,1463,107.73,506.98
25,965,919,1655,1229,-131.55,526.08
